chord,rootnote,octave,notes,midi_numbers,formula
dim7,E,6,"E, G, A#, C#","76, 79, 82, 85","0, 3, 6, 9"
min6,E,6,"E, G, B, C#","76, 79, 83, 85","0, 3, 7, 9"
maj9,E,6,"E, G#, B, D#, F#","76, 80, 83, 87, 90","0, 4, 7, 11, 14"
7sus2,E,6,"E, F#, B, D","76, 78, 83, 86","0, 2, 7, 10"
7sus4,E,6,"E, A, B, D","76, 81, 83, 86","0, 5, 7, 10"
7b5,E,6,"E, G#, A#, D","76, 80, 82, 86","0, 4, 6, 10"
7#5,E,6,"E, G#, C, D","76, 80, 84, 86","0, 4, 8, 10"
7b9,E,6,"E, G#, B, D, F","76, 80, 83, 86, 89","0, 4, 7, 10, 13"
7#9,E,6,"E, G#, B, D, G","76, 80, 83, 86, 91","0, 4, 7, 10, 15"
hdim,E,6,"E, G, A#, D","76, 79, 82, 86","0, 3, 6, 10"
maj,F,6,"F, A, C","77, 81, 84","0, 4, 7"
min,F,6,"F, G#, C","77, 80, 84","0, 3, 7"
7,F,6,"F, A, C, D#","77, 81, 84, 87","0, 4, 7, 10"
maj7,F,6,"F, A, C, E","77, 81, 84, 88","0, 4, 7, 11"
min7,F,6,"F, G#, C, D#","77, 80, 84, 87","0, 3, 7, 10"
minmaj7,F,6,"F, G#, C, E","77, 80, 84, 88","0, 3, 7, 11"
dim,F,6,"F, G#, B","77, 80, 83","0, 3, 6"
aug,F,6,"F, A, C#","77, 81, 85","0, 4, 8"
aug(b7),F,6,"F, A, C#, E","77, 81, 85, 88","0, 4, 8, 11"
sus2,F,6,"F, G, C","77, 79, 84","0, 2, 7"
sus4,F,6,"F, A#, C","77, 82, 84","0, 5, 7"
#4,F,6,"F, B, C","77, 83, 84","0, 6, 7"
9,F,6,"F, A, C, D#, G","77, 81, 84, 87, 91","0, 4, 7, 10, 14"
11,F,6,"F, A, C, D#, G, A#","77, 81, 84, 87, 91, 94","0, 4, 7, 10, 14, 17"
13,F,6,"F, A, C, D#, G, A#, D","77, 81, 84, 87, 91, 94, 98","0, 4, 7, 10, 14, 17, 21"
min9,F,6,"F, G#, C, D#, G","77, 80, 84, 87, 91","0, 3, 7, 10, 14"
min11,F,6,"F, G#, C, D#, G, A#","77, 80, 84, 87, 91, 94","0, 3, 7, 10, 14, 17"
min13,F,6,"F, G#, C, D#, G, A#, D","77, 80, 84, 87, 91, 94, 98","0, 3, 7, 10, 14, 17, 21"
maj6,F,6,"F, A, C, D","77, 81, 84, 86","0, 4, 7, 9"
b6,F,6,"F, A, C, C#","77, 81, 84, 85","0, 4, 7, 8"
b3,F,6,"F, G, A, C","77, 79, 81, 84","0, 2, 4, 7"
#9,F,6,"F, A, C, G#","77, 81, 84, 92","0, 4, 7, 15"
dim7,F,6,"F, G#, B, D","77, 80, 83, 86","0, 3, 6, 9"
min6,F,6,"F, G#, C, D","77, 80, 84, 86","0, 3, 7, 9"
maj9,F,6,"F, A, C, E, G","77, 81, 84, 88, 91","0, 4, 7, 11, 14"
7sus2,F,6,"F, G, C, D#","77, 79, 84, 87","0, 2, 7, 10"
7sus4,F,6,"F, A#, C, D#","77, 82, 84, 87","0, 5, 7, 10"
7b5,F,6,"F, A, B, D#","77, 81, 83, 87","0, 4, 6, 10"
7#5,F,6,"F, A, C#, D#","77, 81, 85, 87","0, 4, 8, 10"
7b9,F,6,"F, A, C, D#, F#","77, 81, 84, 87, 90","0, 4, 7, 10, 13"
7#9,F,6,"F, A, C, D#, G#","77, 81, 84, 87, 92","0, 4, 7, 10, 15"
hdim,F,6,"F, G#, B, D#","77, 80, 83, 87","0, 3, 6, 10"
maj,F#,6,"F#, A#, C#","78, 82, 85","0, 4, 7"
min,F#,6,"F#, A, C#","78, 81, 85","0, 3, 7"
7,F#,6,"F#, A#, C#, E","78, 82, 85, 88","0, 4, 7, 10"
maj7,F#,6,"F#, A#, C#, F","78, 82, 85, 89","0, 4, 7, 11"
min7,F#,6,"F#, A, C#, E","78, 81, 85, 88","0, 3, 7, 10"
minmaj7,F#,6,"F#, A, C#, F","78, 81, 85, 89","0, 3, 7, 11"
dim,F#,6,"F#, A, C","78, 81, 84","0, 3, 6"
aug,F#,6,"F#, A#, D","78, 82, 86","0, 4, 8"
aug(b7),F#,6,"F#, A#, D, F","78, 82, 86, 89","0, 4, 8, 11"
sus2,F#,6,"F#, G#, C#","78, 80, 85","0, 2, 7"
sus4,F#,6,"F#, B, C#","78, 83, 85","0, 5, 7"
#4,F#,6,"F#, C, C#","78, 84, 85","0, 6, 7"
9,F#,6,"F#, A#, C#, E, G#","78, 82, 85, 88, 92","0, 4, 7, 10, 14"
11,F#,6,"F#, A#, C#, E, G#, B","78, 82, 85, 88, 92, 95","0, 4, 7, 10, 14, 17"
13,F#,6,"F#, A#, C#, E, G#, B, D#","78, 82, 85, 88, 92, 95, 99","0, 4, 7, 10, 14, 17, 21"
min9,F#,6,"F#, A, C#, E, G#","78, 81, 85, 88, 92","0, 3, 7, 10, 14"
min11,F#,6,"F#, A, C#, E, G#, B","78, 81, 85, 88, 92, 95","0, 3, 7, 10, 14, 17"
min13,F#,6,"F#, A, C#, E, G#, B, D#","78, 81, 85, 88, 92, 95, 99","0, 3, 7, 10, 14, 17, 21"
maj6,F#,6,"F#, A#, C#, D#","78, 82, 85, 87","0, 4, 7, 9"
b6,F#,6,"F#, A#, C#, D","78, 82, 85, 86","0, 4, 7, 8"
b3,F#,6,"F#, G#, A#, C#","78, 80, 82, 85","0, 2, 4, 7"
#9,F#,6,"F#, A#, C#, A","78, 82, 85, 93","0, 4, 7, 15"
dim7,F#,6,"F#, A, C, D#","78, 81, 84, 87","0, 3, 6, 9"
min6,F#,6,"F#, A, C#, D#","78, 81, 85, 87","0, 3, 7, 9"
maj9,F#,6,"F#, A#, C#, F, G#","78, 82, 85, 89, 92","0, 4, 7, 11, 14"
7sus2,F#,6,"F#, G#, C#, E","78, 80, 85, 88","0, 2, 7, 10"
7sus4,F#,6,"F#, B, C#, E","78, 83, 85, 88","0, 5, 7, 10"
7b5,F#,6,"F#, A#, C, E","78, 82, 84, 88","0, 4, 6, 10"
7#5,F#,6,"F#, A#, D, E","78, 82, 86, 88","0, 4, 8, 10"
7b9,F#,6,"F#, A#, C#, E, G","78, 82, 85, 88, 91","0, 4, 7, 10, 13"
7#9,F#,6,"F#, A#, C#, E, A","78, 82, 85, 88, 93","0, 4, 7, 10, 15"
hdim,F#,6,"F#, A, C, E","78, 81, 84, 88","0, 3, 6, 10"
maj,G,6,"G, B, D","79, 83, 86","0, 4, 7"
min,G,6,"G, A#, D","79, 82, 86","0, 3, 7"
7,G,6,"G, B, D, F","79, 83, 86, 89","0, 4, 7, 10"
maj7,G,6,"G, B, D, F#","79, 83, 86, 90","0, 4, 7, 11"
min7,G,6,"G, A#, D, F","79, 82, 86, 89","0, 3, 7, 10"
minmaj7,G,6,"G, A#, D, F#","79, 82, 86, 90","0, 3, 7, 11"
dim,G,6,"G, A#, C#","79, 82, 85","0, 3, 6"
aug,G,6,"G, B, D#","79, 83, 87","0, 4, 8"
aug(b7),G,6,"G, B, D#, F#","79, 83, 87, 90","0, 4, 8, 11"
sus2,G,6,"G, A, D","79, 81, 86","0, 2, 7"
sus4,G,6,"G, C, D","79, 84, 86","0, 5, 7"
#4,G,6,"G, C#, D","79, 85, 86","0, 6, 7"
9,G,6,"G, B, D, F, A","79, 83, 86, 89, 93","0, 4, 7, 10, 14"
11,G,6,"G, B, D, F, A, C","79, 83, 86, 89, 93, 96","0, 4, 7, 10, 14, 17"
13,G,6,"G, B, D, F, A, C, E","79, 83, 86, 89, 93, 96, 100","0, 4, 7, 10, 14, 17, 21"
min9,G,6,"G, A#, D, F, A","79, 82, 86, 89, 93","0, 3, 7, 10, 14"
min11,G,6,"G, A#, D, F, A, C","79, 82, 86, 89, 93, 96","0, 3, 7, 10, 14, 17"
min13,G,6,"G, A#, D, F, A, C, E","79, 82, 86, 89, 93, 96, 100","0, 3, 7, 10, 14, 17, 21"
maj6,G,6,"G, B, D, E","79, 83, 86, 88","0, 4, 7, 9"
b6,G,6,"G, B, D, D#","79, 83, 86, 87","0, 4, 7, 8"
b3,G,6,"G, A, B, D","79, 81, 83, 86","0, 2, 4, 7"
#9,G,6,"G, B, D, A#","79, 83, 86, 94","0, 4, 7, 15"
dim7,G,6,"G, A#, C#, E","79, 82, 85, 88","0, 3, 6, 9"
min6,G,6,"G, A#, D, E","79, 82, 86, 88","0, 3, 7, 9"
maj9,G,6,"G, B, D, F#, A","79, 83, 86, 90, 93","0, 4, 7, 11, 14"
7sus2,G,6,"G, A, D, F","79, 81, 86, 89","0, 2, 7, 10"
7sus4,G,6,"G, C, D, F","79, 84, 86, 89","0, 5, 7, 10"
7b5,G,6,"G, B, C#, F","79, 83, 85, 89","0, 4, 6, 10"
7#5,G,6,"G, B, D#, F","79, 83, 87, 89","0, 4, 8, 10"
7b9,G,6,"G, B, D, F, G#","79, 83, 86, 89, 92","0, 4, 7, 10, 13"
7#9,G,6,"G, B, D, F, A#","79, 83, 86, 89, 94","0, 4, 7, 10, 15"
hdim,G,6,"G, A#, C#, F","79, 82, 85, 89","0, 3, 6, 10"
maj,G#,6,"G#, C, D#","80, 84, 87","0, 4, 7"
min,G#,6,"G#, B, D#","80, 83, 87","0, 3, 7"
7,G#,6,"G#, C, D#, F#","80, 84, 87, 90","0, 4, 7, 10"
maj7,G#,6,"G#, C, D#, G","80, 84, 87, 91","0, 4, 7, 11"
min7,G#,6,"G#, B, D#, F#","80, 83, 87, 90","0, 3, 7, 10"
minmaj7,G#,6,"G#, B, D#, G","80, 83, 87, 91","0, 3, 7, 11"
dim,G#,6,"G#, B, D","80, 83, 86","0, 3, 6"
aug,G#,6,"G#, C, E","80, 84, 88","0, 4, 8"
aug(b7),G#,6,"G#, C, E, G","80, 84, 88, 91","0, 4, 8, 11"
sus2,G#,6,"G#, A#, D#","80, 82, 87","0, 2, 7"
sus4,G#,6,"G#, C#, D#","80, 85, 87","0, 5, 7"
#4,G#,6,"G#, D, D#","80, 86, 87","0, 6, 7"
9,G#,6,"G#, C, D#, F#, A#","80, 84, 87, 90, 94","0, 4, 7, 10, 14"
11,G#,6,"G#, C, D#, F#, A#, C#","80, 84, 87, 90, 94, 97","0, 4, 7, 10, 14, 17"
13,G#,6,"G#, C, D#, F#, A#, C#, F","80, 84, 87, 90, 94, 97, 101","0, 4, 7, 10, 14, 17, 21"
min9,G#,6,"G#, B, D#, F#, A#","80, 83, 87, 90, 94","0, 3, 7, 10, 14"
min11,G#,6,"G#, B, D#, F#, A#, C#","80, 83, 87, 90, 94, 97","0, 3, 7, 10, 14, 17"
min13,G#,6,"G#, B, D#, F#, A#, C#, F","80, 83, 87, 90, 94, 97, 101","0, 3, 7, 10, 14, 17, 21"
maj6,G#,6,"G#, C, D#, F","80, 84, 87, 89","0, 4, 7, 9"
b6,G#,6,"G#, C, D#, E","80, 84, 87, 88","0, 4, 7, 8"
b3,G#,6,"G#, A#, C, D#","80, 82, 84, 87","0, 2, 4, 7"
#9,G#,6,"G#, C, D#, B","80, 84, 87, 95","0, 4, 7, 15"
dim7,G#,6,"G#, B, D, F","80, 83, 86, 89","0, 3, 6, 9"
min6,G#,6,"G#, B, D#, F","80, 83, 87, 89","0, 3, 7, 9"
maj9,G#,6,"G#, C, D#, G, A#","80, 84, 87, 91, 94","0, 4, 7, 11, 14"
7sus2,G#,6,"G#, A#, D#, F#","80, 82, 87, 90","0, 2, 7, 10"
7sus4,G#,6,"G#, C#, D#, F#","80, 85, 87, 90","0, 5, 7, 10"
7b5,G#,6,"G#, C, D, F#","80, 84, 86, 90","0, 4, 6, 10"
7#5,G#,6,"G#, C, E, F#","80, 84, 88, 90","0, 4, 8, 10"
7b9,G#,6,"G#, C, D#, F#, A","80, 84, 87, 90, 93","0, 4, 7, 10, 13"
7#9,G#,6,"G#, C, D#, F#, B","80, 84, 87, 90, 95","0, 4, 7, 10, 15"
hdim,G#,6,"G#, B, D, F#","80, 83, 86, 90","0, 3, 6, 10"
maj,A,6,"A, C#, E","81, 85, 88","0, 4, 7"
min,A,6,"A, C, E","81, 84, 88","0, 3, 7"
7,A,6,"A, C#, E, G","81, 85, 88, 91","0, 4, 7, 10"
maj7,A,6,"A, C#, E, G#","81, 85, 88, 92","0, 4, 7, 11"
min7,A,6,"A, C, E, G","81, 84, 88, 91","0, 3, 7, 10"
minmaj7,A,6,"A, C, E, G#","81, 84, 88, 92","0, 3, 7, 11"
dim,A,6,"A, C, D#","81, 84, 87","0, 3, 6"
aug,A,6,"A, C#, F","81, 85, 89","0, 4, 8"
aug(b7),A,6,"A, C#, F, G#","81, 85, 89, 92","0, 4, 8, 11"
sus2,A,6,"A, B, E","81, 83, 88","0, 2, 7"
sus4,A,6,"A, D, E","81, 86, 88","0, 5, 7"
#4,A,6,"A, D#, E","81, 87, 88","0, 6, 7"
9,A,6,"A, C#, E, G, B","81, 85, 88, 91, 95","0, 4, 7, 10, 14"
11,A,6,"A, C#, E, G, B, D","81, 85, 88, 91, 95, 98","0, 4, 7, 10, 14, 17"
13,A,6,"A, C#, E, G, B, D, F#","81, 85, 88, 91, 95, 98, 102","0, 4, 7, 10, 14, 17, 21"
min9,A,6,"A, C, E, G, B","81, 84, 88, 91, 95","0, 3, 7, 10, 14"
min11,A,6,"A, C, E, G, B, D","81, 84, 88, 91, 95, 98","0, 3, 7, 10, 14, 17"
min13,A,6,"A, C, E, G, B, D, F#","81, 84, 88, 91, 95, 98, 102","0, 3, 7, 10, 14, 17, 21"
maj6,A,6,"A, C#, E, F#","81, 85, 88, 90","0, 4, 7, 9"
b6,A,6,"A, C#, E, F","81, 85, 88, 89","0, 4, 7, 8"
b3,A,6,"A, B, C#, E","81, 83, 85, 88","0, 2, 4, 7"
#9,A,6,"A, C#, E, C","81, 85, 88, 96","0, 4, 7, 15"
dim7,A,6,"A, C, D#, F#","81, 84, 87, 90","0, 3, 6, 9"
min6,A,6,"A, C, E, F#","81, 84, 88, 90","0, 3, 7, 9"
maj9,A,6,"A, C#, E, G#, B","81, 85, 88, 92, 95","0, 4, 7, 11, 14"
7sus2,A,6,"A, B, E, G","81, 83, 88, 91","0, 2, 7, 10"
7sus4,A,6,"A, D, E, G","81, 86, 88, 91","0, 5, 7, 10"
7b5,A,6,"A, C#, D#, G","81, 85, 87, 91","0, 4, 6, 10"
7#5,A,6,"A, C#, F, G","81, 85, 89, 91","0, 4, 8, 10"
7b9,A,6,"A, C#, E, G, A#","81, 85, 88, 91, 94","0, 4, 7, 10, 13"
7#9,A,6,"A, C#, E, G, C","81, 85, 88, 91, 96","0, 4, 7, 10, 15"
hdim,A,6,"A, C, D#, G","81, 84, 87, 91","0, 3, 6, 10"
maj,A#,6,"A#, D, F","82, 86, 89","0, 4, 7"
min,A#,6,"A#, C#, F","82, 85, 89","0, 3, 7"
7,A#,6,"A#, D, F, G#","82, 86, 89, 92","0, 4, 7, 10"
maj7,A#,6,"A#, D, F, A","82, 86, 89, 93","0, 4, 7, 11"
min7,A#,6,"A#, C#, F, G#","82, 85, 89, 92","0, 3, 7, 10"
minmaj7,A#,6,"A#, C#, F, A","82, 85, 89, 93","0, 3, 7, 11"
dim,A#,6,"A#, C#, E","82, 85, 88","0, 3, 6"
aug,A#,6,"A#, D, F#","82, 86, 90","0, 4, 8"
aug(b7),A#,6,"A#, D, F#, A","82, 86, 90, 93","0, 4, 8, 11"
sus2,A#,6,"A#, C, F","82, 84, 89","0, 2, 7"
sus4,A#,6,"A#, D#, F","82, 87, 89","0, 5, 7"
#4,A#,6,"A#, E, F","82, 88, 89","0, 6, 7"
9,A#,6,"A#, D, F, G#, C","82, 86, 89, 92, 96","0, 4, 7, 10, 14"
11,A#,6,"A#, D, F, G#, C, D#","82, 86, 89, 92, 96, 99","0, 4, 7, 10, 14, 17"
13,A#,6,"A#, D, F, G#, C, D#, G","82, 86, 89, 92, 96, 99, 103","0, 4, 7, 10, 14, 17, 21"
min9,A#,6,"A#, C#, F, G#, C","82, 85, 89, 92, 96","0, 3, 7, 10, 14"
min11,A#,6,"A#, C#, F, G#, C, D#","82, 85, 89, 92, 96, 99","0, 3, 7, 10, 14, 17"
min13,A#,6,"A#, C#, F, G#, C, D#, G","82, 85, 89, 92, 96, 99, 103","0, 3, 7, 10, 14, 17, 21"
maj6,A#,6,"A#, D, F, G","82, 86, 89, 91","0, 4, 7, 9"
b6,A#,6,"A#, D, F, F#","82, 86, 89, 90","0, 4, 7, 8"
b3,A#,6,"A#, C, D, F","82, 84, 86, 89","0, 2, 4, 7"
#9,A#,6,"A#, D, F, C#","82, 86, 89, 97","0, 4, 7, 15"
dim7,A#,6,"A#, C#, E, G","82, 85, 88, 91","0, 3, 6, 9"
min6,A#,6,"A#, C#, F, G","82, 85, 89, 91","0, 3, 7, 9"
maj9,A#,6,"A#, D, F, A, C","82, 86, 89, 93, 96","0, 4, 7, 11, 14"
7sus2,A#,6,"A#, C, F, G#","82, 84, 89, 92","0, 2, 7, 10"
7sus4,A#,6,"A#, D#, F, G#","82, 87, 89, 92","0, 5, 7, 10"
7b5,A#,6,"A#, D, E, G#","82, 86, 88, 92","0, 4, 6, 10"
7#5,A#,6,"A#, D, F#, G#","82, 86, 90, 92","0, 4, 8, 10"
7b9,A#,6,"A#, D, F, G#, B","82, 86, 89, 92, 95","0, 4, 7, 10, 13"
7#9,A#,6,"A#, D, F, G#, C#","82, 86, 89, 92, 97","0, 4, 7, 10, 15"
hdim,A#,6,"A#, C#, E, G#","82, 85, 88, 92","0, 3, 6, 10"
maj,B,6,"B, D#, F#","83, 87, 90","0, 4, 7"
min,B,6,"B, D, F#","83, 86, 90","0, 3, 7"
7,B,6,"B, D#, F#, A","83, 87, 90, 93","0, 4, 7, 10"
maj7,B,6,"B, D#, F#, A#","83, 87, 90, 94","0, 4, 7, 11"
min7,B,6,"B, D, F#, A","83, 86, 90, 93","0, 3, 7, 10"
minmaj7,B,6,"B, D, F#, A#","83, 86, 90, 94","0, 3, 7, 11"
dim,B,6,"B, D, F","83, 86, 89","0, 3, 6"
aug,B,6,"B, D#, G","83, 87, 91","0, 4, 8"
aug(b7),B,6,"B, D#, G, A#","83, 87, 91, 94","0, 4, 8, 11"
sus2,B,6,"B, C#, F#","83, 85, 90","0, 2, 7"
sus4,B,6,"B, E, F#","83, 88, 90","0, 5, 7"
#4,B,6,"B, F, F#","83, 89, 90","0, 6, 7"
9,B,6,"B, D#, F#, A, C#","83, 87, 90, 93, 97","0, 4, 7, 10, 14"
11,B,6,"B, D#, F#, A, C#, E","83, 87, 90, 93, 97, 100","0, 4, 7, 10, 14, 17"
13,B,6,"B, D#, F#, A, C#, E, G#","83, 87, 90, 93, 97, 100, 104","0, 4, 7, 10, 14, 17, 21"
min9,B,6,"B, D, F#, A, C#","83, 86, 90, 93, 97","0, 3, 7, 10, 14"
min11,B,6,"B, D, F#, A, C#, E","83, 86, 90, 93, 97, 100","0, 3, 7, 10, 14, 17"
min13,B,6,"B, D, F#, A, C#, E, G#","83, 86, 90, 93, 97, 100, 104","0, 3, 7, 10, 14, 17, 21"
maj6,B,6,"B, D#, F#, G#","83, 87, 90, 92","0, 4, 7, 9"
b6,B,6,"B, D#, F#, G","83, 87, 90, 91","0, 4, 7, 8"
b3,B,6,"B, C#, D#, F#","83, 85, 87, 90","0, 2, 4, 7"
#9,B,6,"B, D#, F#, D","83, 87, 90, 98","0, 4, 7, 15"
dim7,B,6,"B, D, F, G#","83, 86, 89, 92","0, 3, 6, 9"
min6,B,6,"B, D, F#, G#","83, 86, 90, 92","0, 3, 7, 9"
maj9,B,6,"B, D#, F#, A#, C#","83, 87, 90, 94, 97","0, 4, 7, 11, 14"
7sus2,B,6,"B, C#, F#, A","83, 85, 90, 93","0, 2, 7, 10"
7sus4,B,6,"B, E, F#, A","83, 88, 90, 93","0, 5, 7, 10"
7b5,B,6,"B, D#, F, A","83, 87, 89, 93","0, 4, 6, 10"
7#5,B,6,"B, D#, G, A","83, 87, 91, 93","0, 4, 8, 10"
7b9,B,6,"B, D#, F#, A, C","83, 87, 90, 93, 96","0, 4, 7, 10, 13"
7#9,B,6,"B, D#, F#, A, D","83, 87, 90, 93, 98","0, 4, 7, 10, 15"
hdim,B,6,"B, D, F, A","83, 86, 89, 93","0, 3, 6, 10"
maj,C,7,"C, E, G","84, 88, 91","0, 4, 7"
min,C,7,"C, D#, G","84, 87, 91","0, 3, 7"
7,C,7,"C, E, G, A#","84, 88, 91, 94","0, 4, 7, 10"
maj7,C,7,"C, E, G, B","84, 88, 91, 95","0, 4, 7, 11"
min7,C,7,"C, D#, G, A#","84, 87, 91, 94","0, 3, 7, 10"
minmaj7,C,7,"C, D#, G, B","84, 87, 91, 95","0, 3, 7, 11"
dim,C,7,"C, D#, F#","84, 87, 90","0, 3, 6"
aug,C,7,"C, E, G#","84, 88, 92","0, 4, 8"
aug(b7),C,7,"C, E, G#, B","84, 88, 92, 95","0, 4, 8, 11"
sus2,C,7,"C, D, G","84, 86, 91","0, 2, 7"
sus4,C,7,"C, F, G","84, 89, 91","0, 5, 7"
#4,C,7,"C, F#, G","84, 90, 91","0, 6, 7"
9,C,7,"C, E, G, A#, D","84, 88, 91, 94, 98","0, 4, 7, 10, 14"
11,C,7,"C, E, G, A#, D, F","84, 88, 91, 94, 98, 101","0, 4, 7, 10, 14, 17"
13,C,7,"C, E, G, A#, D, F, A","84, 88, 91, 94, 98, 101, 105","0, 4, 7, 10, 14, 17, 21"
min9,C,7,"C, D#, G, A#, D","84, 87, 91, 94, 98","0, 3, 7, 10, 14"
min11,C,7,"C, D#, G, A#, D, F","84, 87, 91, 94, 98, 101","0, 3, 7, 10, 14, 17"
min13,C,7,"C, D#, G, A#, D, F, A","84, 87, 91, 94, 98, 101, 105","0, 3, 7, 10, 14, 17, 21"
maj6,C,7,"C, E, G, A","84, 88, 91, 93","0, 4, 7, 9"
b6,C,7,"C, E, G, G#","84, 88, 91, 92","0, 4, 7, 8"
b3,C,7,"C, D, E, G","84, 86, 88, 91","0, 2, 4, 7"
#9,C,7,"C, E, G, D#","84, 88, 91, 99","0, 4, 7, 15"
dim7,C,7,"C, D#, F#, A","84, 87, 90, 93","0, 3, 6, 9"
min6,C,7,"C, D#, G, A","84, 87, 91, 93","0, 3, 7, 9"
maj9,C,7,"C, E, G, B, D","84, 88, 91, 95, 98","0, 4, 7, 11, 14"
7sus2,C,7,"C, D, G, A#","84, 86, 91, 94","0, 2, 7, 10"
7sus4,C,7,"C, F, G, A#","84, 89, 91, 94","0, 5, 7, 10"
7b5,C,7,"C, E, F#, A#","84, 88, 90, 94","0, 4, 6, 10"
7#5,C,7,"C, E, G#, A#","84, 88, 92, 94","0, 4, 8, 10"
7b9,C,7,"C, E, G, A#, C#","84, 88, 91, 94, 97","0, 4, 7, 10, 13"
7#9,C,7,"C, E, G, A#, D#","84, 88, 91, 94, 99","0, 4, 7, 10, 15"
hdim,C,7,"C, D#, F#, A#","84, 87, 90, 94","0, 3, 6, 10"
maj,C#,7,"C#, F, G#","85, 89, 92","0, 4, 7"
min,C#,7,"C#, E, G#","85, 88, 92","0, 3, 7"
7,C#,7,"C#, F, G#, B","85, 89, 92, 95","0, 4, 7, 10"
maj7,C#,7,"C#, F, G#, C","85, 89, 92, 96","0, 4, 7, 11"
min7,C#,7,"C#, E, G#, B","85, 88, 92, 95","0, 3, 7, 10"
minmaj7,C#,7,"C#, E, G#, C","85, 88, 92, 96","0, 3, 7, 11"
dim,C#,7,"C#, E, G","85, 88, 91","0, 3, 6"
aug,C#,7,"C#, F, A","85, 89, 93","0, 4, 8"
aug(b7),C#,7,"C#, F, A, C","85, 89, 93, 96","0, 4, 8, 11"
sus2,C#,7,"C#, D#, G#","85, 87, 92","0, 2, 7"
sus4,C#,7,"C#, F#, G#","85, 90, 92","0, 5, 7"
#4,C#,7,"C#, G, G#","85, 91, 92","0, 6, 7"
9,C#,7,"C#, F, G#, B, D#","85, 89, 92, 95, 99","0, 4, 7, 10, 14"
11,C#,7,"C#, F, G#, B, D#, F#","85, 89, 92, 95, 99, 102","0, 4, 7, 10, 14, 17"
13,C#,7,"C#, F, G#, B, D#, F#, A#","85, 89, 92, 95, 99, 102, 106","0, 4, 7, 10, 14, 17, 21"
min9,C#,7,"C#, E, G#, B, D#","85, 88, 92, 95, 99","0, 3, 7, 10, 14"
min11,C#,7,"C#, E, G#, B, D#, F#","85, 88, 92, 95, 99, 102","0, 3, 7, 10, 14, 17"
min13,C#,7,"C#, E, G#, B, D#, F#, A#","85, 88, 92, 95, 99, 102, 106","0, 3, 7, 10, 14, 17, 21"
maj6,C#,7,"C#, F, G#, A#","85, 89, 92, 94","0, 4, 7, 9"
b6,C#,7,"C#, F, G#, A","85, 89, 92, 93","0, 4, 7, 8"
b3,C#,7,"C#, D#, F, G#","85, 87, 89, 92","0, 2, 4, 7"
#9,C#,7,"C#, F, G#, E","85, 89, 92, 100","0, 4, 7, 15"
dim7,C#,7,"C#, E, G, A#","85, 88, 91, 94","0, 3, 6, 9"
min6,C#,7,"C#, E, G#, A#","85, 88, 92, 94","0, 3, 7, 9"
maj9,C#,7,"C#, F, G#, C, D#","85, 89, 92, 96, 99","0, 4, 7, 11, 14"
7sus2,C#,7,"C#, D#, G#, B","85, 87, 92, 95","0, 2, 7, 10"
7sus4,C#,7,"C#, F#, G#, B","85, 90, 92, 95","0, 5, 7, 10"
7b5,C#,7,"C#, F, G, B","85, 89, 91, 95","0, 4, 6, 10"
7#5,C#,7,"C#, F, A, B","85, 89, 93, 95","0, 4, 8, 10"
7b9,C#,7,"C#, F, G#, B, D","85, 89, 92, 95, 98","0, 4, 7, 10, 13"
7#9,C#,7,"C#, F, G#, B, E","85, 89, 92, 95, 100","0, 4, 7, 10, 15"
hdim,C#,7,"C#, E, G, B","85, 88, 91, 95","0, 3, 6, 10"
maj,D,7,"D, F#, A","86, 90, 93","0, 4, 7"
min,D,7,"D, F, A","86, 89, 93","0, 3, 7"
7,D,7,"D, F#, A, C","86, 90, 93, 96","0, 4, 7, 10"
maj7,D,7,"D, F#, A, C#","86, 90, 93, 97","0, 4, 7, 11"
min7,D,7,"D, F, A, C","86, 89, 93, 96","0, 3, 7, 10"
minmaj7,D,7,"D, F, A, C#","86, 89, 93, 97","0, 3, 7, 11"
dim,D,7,"D, F, G#","86, 89, 92","0, 3, 6"
aug,D,7,"D, F#, A#","86, 90, 94","0, 4, 8"
aug(b7),D,7,"D, F#, A#, C#","86, 90, 94, 97","0, 4, 8, 11"
sus2,D,7,"D, E, A","86, 88, 93","0, 2, 7"
sus4,D,7,"D, G, A","86, 91, 93","0, 5, 7"
#4,D,7,"D, G#, A","86, 92, 93","0, 6, 7"
9,D,7,"D, F#, A, C, E","86, 90, 93, 96, 100","0, 4, 7, 10, 14"
11,D,7,"D, F#, A, C, E, G","86, 90, 93, 96, 100, 103","0, 4, 7, 10, 14, 17"
13,D,7,"D, F#, A, C, E, G, B","86, 90, 93, 96, 100, 103, 107","0, 4, 7, 10, 14, 17, 21"
min9,D,7,"D, F, A, C, E","86, 89, 93, 96, 100","0, 3, 7, 10, 14"
min11,D,7,"D, F, A, C, E, G","86, 89, 93, 96, 100, 103","0, 3, 7, 10, 14, 17"
min13,D,7,"D, F, A, C, E, G, B","86, 89, 93, 96, 100, 103, 107","0, 3, 7, 10, 14, 17, 21"
maj6,D,7,"D, F#, A, B","86, 90, 93, 95","0, 4, 7, 9"
b6,D,7,"D, F#, A, A#","86, 90, 93, 94","0, 4, 7, 8"
b3,D,7,"D, E, F#, A","86, 88, 90, 93","0, 2, 4, 7"
#9,D,7,"D, F#, A, F","86, 90, 93, 101","0, 4, 7, 15"
